No 	 Uid 	 Jid  	 offloadtime 	 begintime 	 commutime 	 runtime 	 energy 	 AoI
2218	0	114	116.3	116.33	0.024331417708313156	0.075	0.17965886600830736	0.05
2219	2	572	116.3	116.32	0.014598850624987891	0.225	0.10779531960498441	0.07
2220	4	1128	116.25	116.25	0.003084058674756107	0.5	0.03363626757308587	0.13
2221	4	1129	116.4	116.4	0.003976043160966898	0.125	0.03478514359132537	0.04
2222	2	573	116.4	116.41	0.011928129482900694	0.3	0.10435543077397609	0.09
2223	2	574	116.5	116.51	0.011928129482900694	0.225	0.10435543077397609	0.07
2224	4	1130	116.5	116.5	0.003976043160966898	0.5	0.03478514359132537	0.13
2225	4	1131	116.6	116.6	0.003084058674756107	0.125	0.03363626757308587	0.04
2226	2	575	116.7	116.71	0.011928129482900694	0.3	0.10435543077397609	0.09
2227	4	1132	116.7	116.7	0.003976043160966898	0.5	0.03478514359132537	0.13
2228	4	1133	116.8	116.8	0.003084058674756107	0.5	0.03363626757308587	0.13
2229	4	1134	116.9	116.9	0.003084058674756107	0.5	0.03363626757308587	0.13
2230	4	1135	117.0	117.0	0.003084058674756107	0.5	0.03363626757308587	0.13
2231	4	1136	117.1	117.1	0.003084058674756107	0.25	0.03363626757308587	0.07
2232	2	576	117.2	117.21	0.011928129482900694	0.225	0.10435543077397609	0.07
2233	4	1137	117.2	117.2	0.003976043160966898	0.375	0.03478514359132537	0.1
2234	4	1138	117.3	117.3	0.003084058674756107	0.125	0.03363626757308587	0.04
2235	4	1139	117.4	117.4	0.003976043160966898	0.125	0.03478514359132537	0.04
2236	2	577	117.4	117.41	0.011928129482900694	0.3	0.10435543077397609	0.09
2237	0	115	117.5	117.52	0.02877795907585228	0.075	0.18538601128969776	0.03
2238	4	1140	117.5	117.5	0.0057555918151704554	0.125	0.03707720225793955	0.04
2239	2	578	117.5	117.51	0.01726677544551137	0.225	0.11123160677381866	0.07
2240	1	122	117.5	117.53	0.023022367260681822	0.15	0.1483088090317582	0.07
2241	0	116	117.6	117.63	0.02877795907585228	0.05	0.18538601128969776	0.05
2242	3	282	117.6	117.62	0.011511183630340911	0.2	0.0741544045158791	0.06
2243	4	1141	117.6	117.6	0.0057555918151704554	0.25	0.03707720225793955	0.07
2244	2	579	117.6	117.61	0.01726677544551137	0.3	0.11123160677381866	0.08
2245	2	580	117.7	117.71	0.011928129482900694	0.225	0.10435543077397609	0.07
2246	4	1142	117.7	117.7	0.003976043160966898	0.375	0.03478514359132537	0.1
2247	4	1143	117.8	117.8	0.003084058674756107	0.125	0.03363626757308587	0.04
2248	2	581	117.9	117.91	0.011928129482900694	0.075	0.10435543077397609	0.03
2249	4	1144	117.9	117.9	0.003976043160966898	0.125	0.03478514359132537	0.04
2250	4	1145	118.0	118.0	0.003976043160966898	0.25	0.03478514359132537	0.07
2251	2	582	118.0	118.01	0.011928129482900694	0.3	0.10435543077397609	0.09
2252	3	283	118.1	118.1	0.007952086321933796	0.2	0.06957028718265074	0.04
2253	4	1146	118.1	118.11	0.003976043160966898	0.125	0.03478514359132537	0.05
2254	4	1147	118.2	118.2	0.003976043160966898	0.125	0.03478514359132537	0.04
2255	2	583	118.2	118.21	0.011928129482900694	0.225	0.10435543077397609	0.07
2256	2	584	118.25	118.26	0.01726677544551137	0.075	0.11123160677381866	0.03
2257	0	117	118.25	118.27	0.02877795907585228	0.075	0.18538601128969776	0.03
2258	1	123	118.25	118.28	0.023022367260681822	0.05	0.1483088090317582	0.05
2259	4	1148	118.25	118.25	0.0057555918151704554	0.5	0.03707720225793955	0.13
2260	4	1149	118.35	118.35	0.003084058674756107	0.125	0.03363626757308587	0.04
2261	2	585	118.45	118.46	0.011928129482900694	0.075	0.10435543077397609	0.03
2262	2	586	118.5	118.51	0.01726677544551137	0.15	0.11123160677381866	0.04
2263	4	1150	118.45	118.45	0.003976043160966898	0.375	0.03478514359132537	0.1
2264	1	124	118.5	118.53	0.023022367260681822	0.05	0.1483088090317582	0.05
2265	4	1151	118.5	118.5	0.0057555918151704554	0.25	0.03707720225793955	0.07
2266	3	284	118.5	118.52	0.011511183630340911	0.4	0.0741544045158791	0.11
2267	4	1152	118.6	118.6	0.003084058674756107	0.375	0.03363626757308587	0.1
2268	3	285	118.7	118.7	0.007952086321933796	0.1	0.06957028718265074	0.02
2269	4	1153	118.7	118.71	0.003976043160966898	0.5	0.03478514359132537	0.14
2270	4	1154	118.8	118.8	0.003084058674756107	0.375	0.03363626757308587	0.1
2271	0	118	118.9	118.92	0.024331417708313156	0.025	0.17965886600830736	0.03
2272	2	587	118.9	118.91	0.014598850624987891	0.3	0.10779531960498441	0.09
2273	4	1155	118.9	118.9	0.0048662835416626304	0.375	0.035931773201661465	0.1
2274	4	1156	119.0	119.0	0.003084058674756107	0.25	0.03363626757308587	0.07
2275	2	588	119.1	119.11	0.011928129482900694	0.3	0.10435543077397609	0.09
2276	4	1157	119.1	119.1	0.003976043160966898	0.375	0.03478514359132537	0.1
2277	4	1158	119.2	119.2	0.003084058674756107	0.125	0.03363626757308587	0.04
2278	2	589	119.3	119.31	0.011928129482900694	0.075	0.10435543077397609	0.03
2279	4	1159	119.3	119.3	0.003976043160966898	0.5	0.03478514359132537	0.13
2280	4	1160	119.4	119.4	0.003084058674756107	0.125	0.03363626757308587	0.04
2281	2	590	119.5	119.51	0.011928129482900694	0.075	0.10435543077397609	0.03
2282	4	1161	119.5	119.5	0.003976043160966898	0.125	0.03478514359132537	0.04
2283	2	591	119.6	119.61	0.011928129482900694	0.3	0.10435543077397609	0.09
2284	4	1162	119.6	119.6	0.003976043160966898	0.375	0.03478514359132537	0.1
2285	4	1163	119.7	119.7	0.003084058674756107	0.375	0.03363626757308587	0.1
2286	3	286	119.8	119.8	0.007952086321933796	0.2	0.06957028718265074	0.04
2287	4	1164	119.8	119.81	0.003976043160966898	0.25	0.03478514359132537	0.08
2288	4	1165	119.9	119.9	0.003976043160966898	0.125	0.03478514359132537	0.04
2289	2	592	119.9	119.91	0.011928129482900694	0.3	0.10435543077397609	0.09
2290	4	1166	120.0	120.0	0.003976043160966898	0.125	0.03478514359132537	0.04
2291	2	593	120.0	120.01	0.011928129482900694	0.3	0.10435543077397609	0.09
2292	2	594	120.1	120.11	0.011928129482900694	0.075	0.10435543077397609	0.03
2293	4	1167	120.1	120.1	0.003976043160966898	0.125	0.03478514359132537	0.04
2294	4	1168	120.2	120.2	0.003976043160966898	0.25	0.03478514359132537	0.07
2295	2	595	120.2	120.21	0.011928129482900694	0.3	0.10435543077397609	0.09
2296	3	287	120.3	120.3	0.007952086321933796	0.1	0.06957028718265074	0.02
2297	4	1169	120.3	120.31	0.003976043160966898	0.25	0.03478514359132537	0.08
2298	2	596	120.4	120.41	0.011928129482900694	0.3	0.10435543077397609	0.09
2299	4	1170	120.4	120.4	0.003976043160966898	0.5	0.03478514359132537	0.13
2300	4	1171	120.5	120.5	0.003084058674756107	0.375	0.03363626757308587	0.1
2301	3	288	120.6	120.6	0.007952086321933796	0.1	0.06957028718265074	0.02
2302	4	1172	120.6	120.61	0.003976043160966898	0.25	0.03478514359132537	0.08
2303	2	597	120.7	120.71	0.011928129482900694	0.075	0.10435543077397609	0.03
2304	4	1173	120.7	120.7	0.003976043160966898	0.5	0.03478514359132537	0.13
2305	4	1174	120.8	120.8	0.003084058674756107	0.375	0.03363626757308587	0.1
2306	3	289	120.9	120.9	0.007952086321933796	0.2	0.06957028718265074	0.04
2307	4	1175	120.9	120.91	0.003976043160966898	0.25	0.03478514359132537	0.08
2308	2	598	121.0	121.01	0.011928129482900694	0.225	0.10435543077397609	0.07
2309	4	1176	121.0	121.0	0.003976043160966898	0.5	0.03478514359132537	0.13
2310	4	1177	121.1	121.1	0.003084058674756107	0.25	0.03363626757308587	0.07
2311	2	599	121.2	121.21	0.011928129482900694	0.075	0.10435543077397609	0.03
2312	4	1178	121.2	121.2	0.003976043160966898	0.5	0.03478514359132537	0.13
2313	4	1179	121.3	121.3	0.003084058674756107	0.125	0.03363626757308587	0.04
2314	4	1180	121.4	121.4	0.003976043160966898	0.125	0.03478514359132537	0.04
2315	2	600	121.4	121.41	0.011928129482900694	0.225	0.10435543077397609	0.07
2316	3	290	121.45	121.45	0.009732567083325261	0.1	0.07186354640332293	0.03
2317	0	119	121.45	121.47	0.024331417708313156	0.05	0.17965886600830736	0.04
2318	2	601	121.45	121.46	0.014598850624987891	0.3	0.10779531960498441	0.09
2319	4	1181	121.55	121.55	0.003976043160966898	0.125	0.03478514359132537	0.04
2320	2	602	121.55	121.56	0.011928129482900694	0.3	0.10435543077397609	0.09
2321	2	603	121.65	121.66	0.011928129482900694	0.075	0.10435543077397609	0.03
2322	4	1182	121.65	121.65	0.003976043160966898	0.25	0.03478514359132537	0.07
2323	2	604	121.75	121.76	0.011928129482900694	0.3	0.10435543077397609	0.09
2324	4	1183	121.75	121.75	0.003976043160966898	0.5	0.03478514359132537	0.13
2325	4	1184	121.85	121.85	0.003084058674756107	0.5	0.03363626757308587	0.13
2326	4	1185	121.95	121.95	0.003084058674756107	0.25	0.03363626757308587	0.07
2327	4	1186	122.05	122.05	0.003976043160966898	0.125	0.03478514359132537	0.04
2328	2	605	122.05	122.06	0.011928129482900694	0.15	0.10435543077397609	0.05
2329	4	1187	122.15	122.15	0.003976043160966898	0.125	0.03478514359132537	0.04
2330	2	606	122.15	122.16	0.011928129482900694	0.3	0.10435543077397609	0.09
2331	2	607	122.25	122.26	0.011928129482900694	0.15	0.10435543077397609	0.05
2332	4	1188	122.25	122.25	0.003976043160966898	0.25	0.03478514359132537	0.07
2333	0	120	122.3	122.31	0.019880215804834487	0.1	0.17392571795662679	0.04
2334	4	1189	122.3	122.3	0.003976043160966898	0.25	0.03478514359132537	0.07
2335	0	121	122.4	122.41	0.019880215804834487	0.075	0.17392571795662679	0.02
2336	1	125	122.4	122.42	0.015904172643867592	0.2	0.13914057436530147	0.07
2337	4	1190	122.5	122.5	0.003976043160966898	0.25	0.03478514359132537	0.07
2338	2	608	122.5	122.51	0.011928129482900694	0.225	0.10435543077397609	0.07
2339	2	609	122.6	122.61	0.011928129482900694	0.15	0.10435543077397609	0.05
2340	4	1191	122.6	122.6	0.003976043160966898	0.5	0.03478514359132537	0.13
2341	4	1192	122.7	122.7	0.003084058674756107	0.5	0.03363626757308587	0.13
2342	4	1193	122.8	122.8	0.003084058674756107	0.375	0.03363626757308587	0.1
2343	3	291	122.9	122.9	0.007952086321933796	0.4	0.06957028718265074	0.09
2344	4	1194	122.9	122.91	0.003976043160966898	0.5	0.03478514359132537	0.14
2345	4	1195	123.0	123.0	0.003084058674756107	0.125	0.03363626757308587	0.04
2346	2	610	123.1	123.11	0.011928129482900694	0.225	0.10435543077397609	0.07
2347	4	1196	123.1	123.1	0.003976043160966898	0.5	0.03478514359132537	0.13
2348	4	1197	123.2	123.2	0.003084058674756107	0.5	0.03363626757308587	0.13
2349	2	611	123.4	123.41	0.01726677544551137	0.075	0.11123160677381866	0.02
2350	4	1198	123.3	123.3	0.003084058674756107	0.5	0.03363626757308587	0.13
2351	0	122	123.4	123.43	0.02877795907585228	0.05	0.18538601128969776	0.05
2352	3	292	123.4	123.42	0.011511183630340911	0.2	0.0741544045158791	0.06
2353	1	126	123.4	123.44	0.023022367260681822	0.05	0.1483088090317582	0.06
2354	0	123	123.45	123.46	0.019880215804834487	0.025	0.17392571795662679	0.01
2355	1	127	123.45	123.47	0.015904172643867592	0.2	0.13914057436530147	0.07
2356	4	1199	123.55	123.55	0.003976043160966898	0.125	0.03478514359132537	0.04
2357	2	612	123.55	123.56	0.011928129482900694	0.225	0.10435543077397609	0.07
2358	2	613	123.65	123.66	0.011928129482900694	0.075	0.10435543077397609	0.03
2359	4	1200	123.65	123.65	0.003976043160966898	0.125	0.03478514359132537	0.04
2360	4	1201	123.75	123.75	0.003976043160966898	0.25	0.03478514359132537	0.07
2361	2	614	123.75	123.76	0.011928129482900694	0.3	0.10435543077397609	0.09
2362	3	293	123.85	123.85	0.007952086321933796	0.3	0.06957028718265074	0.07
2363	4	1202	123.85	123.86	0.003976043160966898	0.5	0.03478514359132537	0.14
2364	4	1203	123.95	123.95	0.003084058674756107	0.375	0.03363626757308587	0.1
2365	3	294	124.05	124.05	0.007952086321933796	0.2	0.06957028718265074	0.04
2366	4	1204	124.05	124.06	0.003976043160966898	0.25	0.03478514359132537	0.08
2367	3	295	124.15	124.15	0.007952086321933796	0.1	0.06957028718265074	0.03
2368	2	615	124.15	124.16	0.011928129482900694	0.075	0.10435543077397609	0.03
2369	2	616	124.25	124.26	0.011928129482900694	0.15	0.10435543077397609	0.05
2370	1	128	124.3	124.31	0.019465134166650522	0.05	0.14372709280664586	0.03
2371	0	124	124.3	124.32	0.024331417708313156	0.025	0.17965886600830736	0.03
2372	4	1205	124.25	124.25	0.003976043160966898	0.375	0.03478514359132537	0.1
2373	3	296	124.3	124.3	0.009732567083325261	0.2	0.07186354640332293	0.05
2374	2	617	124.4	124.41	0.011928129482900694	0.075	0.10435543077397609	0.03
2375	4	1206	124.4	124.4	0.003976043160966898	0.125	0.03478514359132537	0.04
2376	4	1207	124.5	124.5	0.003976043160966898	0.125	0.03478514359132537	0.04
2377	2	618	124.5	124.51	0.011928129482900694	0.15	0.10435543077397609	0.05
2378	2	619	124.6	124.61	0.011928129482900694	0.075	0.10435543077397609	0.03
2379	4	1208	124.6	124.6	0.003976043160966898	0.5	0.03478514359132537	0.13
2380	4	1209	124.7	124.7	0.003084058674756107	0.125	0.03363626757308587	0.04
2381	2	620	124.8	124.81	0.011928129482900694	0.15	0.10435543077397609	0.05
2382	4	1210	124.8	124.8	0.003976043160966898	0.5	0.03478514359132537	0.13
2383	4	1211	124.9	124.9	0.003084058674756107	0.25	0.03363626757308587	0.07
2384	4	1212	125.0	125.0	0.003976043160966898	0.125	0.03478514359132537	0.04
2385	2	621	125.0	125.01	0.011928129482900694	0.225	0.10435543077397609	0.07
2386	2	622	125.1	125.11	0.011928129482900694	0.225	0.10435543077397609	0.07
2387	1	129	125.15	125.16	0.015904172643867592	0.1	0.13914057436530147	0.03
2388	4	1213	125.1	125.1	0.003976043160966898	0.375	0.03478514359132537	0.1
2389	2	623	125.15	125.17	0.011928129482900694	0.15	0.10435543077397609	0.06
2390	2	624	125.25	125.26	0.011928129482900694	0.3	0.10435543077397609	0.09
2391	4	1214	125.25	125.25	0.003976043160966898	0.375	0.03478514359132537	0.1
2392	4	1215	125.35	125.35	0.003084058674756107	0.25	0.03363626757308587	0.07
2393	2	625	125.45	125.46	0.011928129482900694	0.15	0.10435543077397609	0.05
2394	4	1216	125.45	125.45	0.003976043160966898	0.25	0.03478514359132537	0.07
2395	2	626	125.55	125.56	0.011928129482900694	0.15	0.10435543077397609	0.05
2396	4	1217	125.55	125.55	0.003976043160966898	0.5	0.03478514359132537	0.13
2397	1	130	125.7	125.71	0.019465134166650522	0.15	0.14372709280664586	0.04
2398	2	627	125.7	125.72	0.014598850624987891	0.15	0.10779531960498441	0.06
2399	4	1219	125.7	125.7	0.0048662835416626304	0.25	0.035931773201661465	0.07
2400	4	1218	125.65	125.65	0.003084058674756107	0.5	0.03363626757308587	0.13
2401	3	297	125.8	125.8	0.007952086321933796	0.1	0.06957028718265074	0.02
2402	4	1220	125.8	125.81	0.003976043160966898	0.375	0.03478514359132537	0.11
2403	4	1221	125.9	125.9	0.003084058674756107	0.5	0.03363626757308587	0.13
2404	4	1222	126.0	126.0	0.003084058674756107	0.25	0.03363626757308587	0.07
2405	2	628	126.1	126.11	0.011928129482900694	0.225	0.10435543077397609	0.07
2406	4	1223	126.1	126.1	0.003976043160966898	0.375	0.03478514359132537	0.1
2407	4	1224	126.2	126.2	0.0048662835416626304	0.125	0.035931773201661465	0.04
2408	1	131	126.2	126.21	0.019465134166650522	0.15	0.14372709280664586	0.04
2409	2	629	126.2	126.22	0.014598850624987891	0.15	0.10779531960498441	0.06
2410	4	1225	126.25	126.25	0.003084058674756107	0.5	0.03363626757308587	0.13
2411	4	1226	126.35	126.35	0.003084058674756107	0.125	0.03363626757308587	0.04
2412	2	630	126.45	126.46	0.011928129482900694	0.15	0.10435543077397609	0.05
2413	4	1227	126.45	126.45	0.003976043160966898	0.25	0.03478514359132537	0.07
2414	3	298	126.5	126.5	0.007952086321933796	0.1	0.06957028718265074	0.03
2415	1	132	126.5	126.51	0.015904172643867592	0.2	0.13914057436530147	0.06
2416	0	125	126.55	126.57	0.024331417708313156	0.075	0.17965886600830736	0.04
2417	2	631	126.55	126.56	0.014598850624987891	0.225	0.10779531960498441	0.07
2418	3	299	126.55	126.55	0.009732567083325261	0.4	0.07186354640332293	0.1
2419	4	1228	126.65	126.65	0.003084058674756107	0.25	0.03363626757308587	0.07
2420	2	632	126.75	126.76	0.011928129482900694	0.075	0.10435543077397609	0.03
2421	4	1229	126.75	126.75	0.003976043160966898	0.5	0.03478514359132537	0.13
2422	4	1230	126.85	126.85	0.003084058674756107	0.125	0.03363626757308587	0.04
2423	2	633	126.95	126.96	0.011928129482900694	0.075	0.10435543077397609	0.03
2424	4	1231	126.95	126.95	0.003976043160966898	0.5	0.03478514359132537	0.13
2425	4	1232	127.05	127.05	0.003084058674756107	0.5	0.03363626757308587	0.13
2426	4	1233	127.15	127.15	0.003084058674756107	0.25	0.03363626757308587	0.07
2427	4	1234	127.25	127.25	0.003976043160966898	0.125	0.03478514359132537	0.04
2428	2	634	127.25	127.26	0.011928129482900694	0.225	0.10435543077397609	0.07
2429	2	635	127.35	127.36	0.011928129482900694	0.225	0.10435543077397609	0.07
2430	4	1235	127.35	127.35	0.003976043160966898	0.375	0.03478514359132537	0.1
2431	4	1236	127.45	127.45	0.003084058674756107	0.375	0.03363626757308587	0.1
2432	2	636	127.55	127.56	0.01726677544551137	0.15	0.11123160677381866	0.04
2433	3	300	127.55	127.57	0.011511183630340911	0.2	0.0741544045158791	0.06
2434	4	1237	127.55	127.55	0.0057555918151704554	0.25	0.03707720225793955	0.07
2435	1	133	127.55	127.58	0.023022367260681822	0.15	0.1483088090317582	0.07
2436	4	1238	127.6	127.6	0.0057555918151704554	0.125	0.03707720225793955	0.04
2437	3	301	127.6	127.62	0.011511183630340911	0.1	0.0741544045158791	0.04
2438	0	126	127.6	127.63	0.02877795907585228	0.025	0.18538601128969776	0.04
2439	2	637	127.6	127.61	0.01726677544551137	0.3	0.11123160677381866	0.08
2440	4	1239	127.7	127.7	0.003976043160966898	0.25	0.03478514359132537	0.07
2441	2	638	127.7	127.71	0.011928129482900694	0.225	0.10435543077397609	0.07
2442	2	639	127.8	127.81	0.011928129482900694	0.075	0.10435543077397609	0.03
2443	4	1240	127.8	127.8	0.003976043160966898	0.375	0.03478514359132537	0.1
2444	3	302	127.9	127.9	0.007952086321933796	0.2	0.06957028718265074	0.04
2445	4	1241	127.9	127.91	0.003976043160966898	0.25	0.03478514359132537	0.08
2446	1	134	128.0	128.01	0.019465134166650522	0.05	0.14372709280664586	0.03
2447	0	127	128.0	128.02	0.024331417708313156	0.05	0.17965886600830736	0.04
2448	3	303	128.0	128.0	0.009732567083325261	0.2	0.07186354640332293	0.05
2449	4	1242	128.1	128.1	0.003976043160966898	0.25	0.03478514359132537	0.07
2450	2	640	128.1	128.11	0.011928129482900694	0.3	0.10435543077397609	0.09
2451	4	1243	128.15	128.15	0.003084058674756107	0.5	0.03363626757308587	0.13
2452	4	1244	128.2	128.2	0.003084058674756107	0.375	0.03363626757308587	0.1
2453	4	1245	128.25	128.25	0.003084058674756107	0.25	0.03363626757308587	0.07
2454	4	1246	128.3	128.3	0.003084058674756107	0.25	0.03363626757308587	0.07
2455	2	641	128.4	128.41	0.011928129482900694	0.15	0.10435543077397609	0.05
2456	4	1247	128.4	128.4	0.003976043160966898	0.375	0.03478514359132537	0.1
2457	3	304	128.5	128.5	0.007952086321933796	0.1	0.06957028718265074	0.02
2458	4	1248	128.5	128.51	0.003976043160966898	0.5	0.03478514359132537	0.14
2459	4	1249	128.6	128.6	0.003084058674756107	0.375	0.03363626757308587	0.1
2460	4	1250	128.7	128.71	0.003976043160966898	0.125	0.03478514359132537	0.05
2461	3	305	128.7	128.7	0.007952086321933796	0.4	0.06957028718265074	0.09
2462	2	642	128.8	128.81	0.011928129482900694	0.075	0.10435543077397609	0.03
2463	4	1251	128.8	128.8	0.003976043160966898	0.375	0.03478514359132537	0.1
2464	3	306	128.9	128.9	0.007952086321933796	0.2	0.06957028718265074	0.04
2465	4	1252	128.9	128.91	0.003976043160966898	0.375	0.03478514359132537	0.11
2466	4	1253	129.0	129.0	0.003084058674756107	0.5	0.03363626757308587	0.13
2467	4	1254	129.1	129.1	0.003084058674756107	0.375	0.03363626757308587	0.1
2468	3	307	129.2	129.2	0.007952086321933796	0.4	0.06957028718265074	0.09
2469	4	1255	129.2	129.21	0.003976043160966898	0.5	0.03478514359132537	0.14
2470	4	1256	129.3	129.3	0.003084058674756107	0.25	0.03363626757308587	0.07
2471	2	643	129.4	129.41	0.011928129482900694	0.15	0.10435543077397609	0.05
2472	4	1257	129.4	129.4	0.003976043160966898	0.375	0.03478514359132537	0.1
2473	3	308	129.5	129.5	0.007952086321933796	0.1	0.06957028718265074	0.02
2474	4	1258	129.5	129.51	0.003976043160966898	0.5	0.03478514359132537	0.14
2475	4	1259	129.6	129.6	0.003084058674756107	0.125	0.03363626757308587	0.04
2476	2	644	129.7	129.71	0.011928129482900694	0.15	0.10435543077397609	0.05
2477	4	1260	129.7	129.7	0.003976043160966898	0.5	0.03478514359132537	0.13
2478	4	1261	129.8	129.8	0.003084058674756107	0.375	0.03363626757308587	0.1
2479	3	309	129.9	129.9	0.007952086321933796	0.4	0.06957028718265074	0.09
2480	4	1262	129.9	129.91	0.003976043160966898	0.5	0.03478514359132537	0.14
2481	4	1263	130.0	130.0	0.003084058674756107	0.5	0.03363626757308587	0.13
2482	4	1264	130.1	130.1	0.003084058674756107	0.25	0.03363626757308587	0.07
2483	4	1265	130.2	130.2	0.003976043160966898	0.25	0.03478514359132537	0.07
2484	2	645	130.2	130.21	0.011928129482900694	0.3	0.10435543077397609	0.09
2485	3	310	130.3	130.3	0.007952086321933796	0.3	0.06957028718265074	0.07
2486	0	128	130.35	130.36	0.019880215804834487	0.1	0.17392571795662679	0.03
2487	1	135	130.35	130.37	0.015904172643867592	0.15	0.13914057436530147	0.06
2488	4	1266	130.3	130.31	0.003976043160966898	0.5	0.03478514359132537	0.14
2489	3	311	130.45	130.45	0.007952086321933796	0.2	0.06957028718265074	0.04
2490	4	1267	130.45	130.46	0.003976043160966898	0.5	0.03478514359132537	0.14
2491	4	1268	130.55	130.55	0.003084058674756107	0.125	0.03363626757308587	0.04
2492	0	129	130.65	130.66	0.019880215804834487	0.075	0.17392571795662679	0.03
2493	4	1269	130.65	130.65	0.003976043160966898	0.5	0.03478514359132537	0.13
2494	4	1270	130.75	130.75	0.003084058674756107	0.125	0.03363626757308587	0.04
2495	4	1271	130.85	130.85	0.003976043160966898	0.125	0.03478514359132537	0.04
2496	2	646	130.85	130.86	0.011928129482900694	0.225	0.10435543077397609	0.07
2497	4	1272	130.95	130.95	0.003976043160966898	0.125	0.03478514359132537	0.04
2498	2	647	130.95	130.96	0.011928129482900694	0.15	0.10435543077397609	0.05
2499	2	648	131.05	131.06	0.011928129482900694	0.3	0.10435543077397609	0.09
2500	4	1273	131.05	131.05	0.003976043160966898	0.5	0.03478514359132537	0.13
2501	4	1274	131.15	131.15	0.003084058674756107	0.25	0.03363626757308587	0.07
2502	2	649	131.25	131.26	0.011928129482900694	0.15	0.10435543077397609	0.05
2503	4	1275	131.25	131.25	0.003976043160966898	0.5	0.03478514359132537	0.13
2504	4	1276	131.35	131.35	0.003084058674756107	0.25	0.03363626757308587	0.07
2505	2	650	131.45	131.46	0.011928129482900694	0.075	0.10435543077397609	0.03
2506	4	1277	131.45	131.45	0.003976043160966898	0.375	0.03478514359132537	0.1
2507	3	312	131.55	131.55	0.007952086321933796	0.2	0.06957028718265074	0.04
2508	4	1278	131.55	131.56	0.003976043160966898	0.25	0.03478514359132537	0.08
2509	2	651	131.65	131.66	0.011928129482900694	0.075	0.10435543077397609	0.03
2510	4	1279	131.65	131.65	0.003976043160966898	0.375	0.03478514359132537	0.1
2511	3	313	131.75	131.75	0.007952086321933796	0.3	0.06957028718265074	0.07
2512	4	1280	131.75	131.76	0.003976043160966898	0.375	0.03478514359132537	0.11
2513	4	1281	131.85	131.85	0.003084058674756107	0.25	0.03363626757308587	0.07
2514	4	1282	131.95	131.95	0.003976043160966898	0.125	0.03478514359132537	0.04
2515	2	652	131.95	131.96	0.011928129482900694	0.15	0.10435543077397609	0.05
2516	2	653	132.05	132.06	0.011928129482900694	0.3	0.10435543077397609	0.09
2517	4	1283	132.05	132.05	0.003976043160966898	0.375	0.03478514359132537	0.1
2518	4	1284	132.15	132.15	0.003084058674756107	0.5	0.03363626757308587	0.13
2519	4	1285	132.25	132.25	0.003084058674756107	0.375	0.03363626757308587	0.1
2520	3	314	132.35	132.35	0.007952086321933796	0.1	0.06957028718265074	0.02
2521	4	1286	132.35	132.36	0.003976043160966898	0.5	0.03478514359132537	0.14
2522	4	1287	132.45	132.45	0.003084058674756107	0.125	0.03363626757308587	0.04
2523	3	315	132.5	132.5	0.006168117349512214	0.1	0.06727253514617174	0.03
2524	2	654	132.6	132.61	0.011928129482900694	0.225	0.10435543077397609	0.07
2525	0	130	132.65	132.67	0.02877795907585228	0.025	0.18538601128969776	0.02
2526	4	1289	132.65	132.65	0.0057555918151704554	0.125	0.03707720225793955	0.04
2527	1	136	132.65	132.68	0.023022367260681822	0.1	0.1483088090317582	0.06
2528	4	1288	132.6	132.6	0.003976043160966898	0.5	0.03478514359132537	0.13
2529	2	655	132.65	132.66	0.01726677544551137	0.3	0.11123160677381866	0.09
2530	4	1290	132.75	132.75	0.003084058674756107	0.375	0.03363626757308587	0.1
2531	4	1292	132.85	132.85	0.003084058674756107	0.125	0.03363626757308587	0.04
2532	4	1291	132.8	132.8	0.003084058674756107	0.375	0.03363626757308587	0.1
2533	4	1293	132.95	132.95	0.003976043160966898	0.25	0.03478514359132537	0.07
2534	2	656	132.95	132.96	0.011928129482900694	0.225	0.10435543077397609	0.07
2535	1	137	133.05	133.06	0.015904172643867592	0.15	0.13914057436530147	0.04
2536	2	657	133.05	133.07	0.011928129482900694	0.15	0.10435543077397609	0.06
2537	2	658	133.15	133.16	0.011928129482900694	0.15	0.10435543077397609	0.05
2538	4	1294	133.15	133.15	0.003976043160966898	0.375	0.03478514359132537	0.1
2539	3	316	133.25	133.25	0.007952086321933796	0.3	0.06957028718265074	0.07
2540	2	659	133.3	133.31	0.01726677544551137	0.075	0.11123160677381866	0.02
2541	4	1296	133.3	133.3	0.0057555918151704554	0.125	0.03707720225793955	0.04
2542	3	317	133.3	133.32	0.011511183630340911	0.1	0.0741544045158791	0.04
2543	0	131	133.3	133.33	0.02877795907585228	0.05	0.18538601128969776	0.05
2544	4	1295	133.25	133.26	0.003976043160966898	0.5	0.03478514359132537	0.14
2545	0	132	133.35	133.37	0.024331417708313156	0.075	0.17965886600830736	0.04
2546	3	318	133.35	133.35	0.009732567083325261	0.3	0.07186354640332293	0.08
2547	2	660	133.35	133.36	0.014598850624987891	0.3	0.10779531960498441	0.09
2548	4	1297	133.45	133.45	0.003084058674756107	0.125	0.03363626757308587	0.04
2549	0	133	133.55	133.56	0.019880215804834487	0.1	0.17392571795662679	0.04
2550	4	1298	133.5	133.5	0.003084058674756107	0.375	0.03363626757308587	0.1
2551	3	319	133.55	133.55	0.007952086321933796	0.3	0.06957028718265074	0.08
2552	4	1299	133.65	133.65	0.003976043160966898	0.125	0.03478514359132537	0.04
